File Name;Algorithm;Ranking Factor;Size Factor;Line;Character;Keywords Before;Lemma;Index;Result 1;Result 2;Result 3;Result 4;Result 5;Result 6;Result 7;Result 8;Result 9;Result 10
./resoudPC_SL.v;SimpleTypeIntersection;;;33;7;apply;star_trans1;91;e_relSL_sind;e_relSL_ind;egaliteTS.diff_app_env;case_SL_reg_id;case_SL_reg_app;TS_sind;TS_rec;TS_ind;TS_rect;case_SLenv
./resoudPC_SL.v;SimpleTypeIntersection;;;33;8;apply;star_trans1;5;S;shift;star_refl;star_step1;star_trans;star_trans1;star_case;sub_explicits;sumor;sumbool
./resoudPC_SL.v;SimpleTypeIntersection;;;33;9;apply;star_trans1;3;star_refl;star_step1;star_trans;star_trans1;star_case;sigT;shift;SLstar_context_app_l;SLstar_context_app_r;SLstar_context_env_s
./resoudPC_SL.v;SimpleTypeIntersection;;;33;10;apply;star_trans1;3;star_refl;star_step1;star_trans;star_trans1;star_case;SLstar_context_app_l;SLstar_context_env_t;SLstar_context_app_r;SLstar_context_env_s;inclus_star
./resoudPC_SL.v;SimpleTypeIntersection;;;33;11;apply;star_trans1;3;star_refl;star_step1;star_trans;star_trans1;star_case;SLstar_context_app_l;SLstar_context_env_t;SLstar_context_env_s;inclus_star;explicit_star_sind
./resoudPC_SL.v;SimpleTypeIntersection;;;33;12;apply;star_trans1;3;star_refl;star_step1;star_trans;star_trans1;star_case;SLstar_context_app_l;SLstar_context_env_t;SLstar_context_app_r;SLstar_context_env_s;explicit_star_sind
./resoudPC_SL.v;SimpleTypeIntersection;;;33;13;apply;star_trans1;1;star_trans;star_trans1;star_step1;SLstar_context_app_l;SLstar_context_app_r;SLstar_context_env_s;SLstar_context_env_t;;;
./resoudPC_SL.v;SimpleTypeIntersection;;;33;14;apply;star_trans1;1;star_trans;star_trans1;SLstar_context_app_r;;;;;;;
./resoudPC_SL.v;SimpleTypeIntersection;;;33;15;apply;star_trans1;1;star_trans;star_trans1;SLstar_context_app_r;;;;;;;
./resoudPC_SL.v;SimpleTypeIntersection;;;33;16;apply;star_trans1;1;star_trans;star_trans1;;;;;;;;
./resoudPC_SL.v;SimpleTypeIntersection;;;33;17;apply;star_trans1;1;star_trans;star_trans1;;;;;;;;
./resoudPC_SL.v;SimpleTypeIntersection;;;33;18;apply;star_trans1;0;star_trans1;;;;;;;;;
./resoudPC_SL.v;SimpleTypeIntersection;;;65;7;apply;star_trans1;94;e_relSL_sind;e_relSL_ind;H;egaliteTS.diff_app_env;case_SL_reg_id;case_SL_reg_app;TS_sind;TS_rec;TS_ind;TS_rect
./resoudPC_SL.v;SimpleTypeIntersection;;;65;8;apply;star_trans1;5;S;shift;star_refl;star_step1;star_trans;star_trans1;star_case;sub_explicits;sumor;sumbool
./resoudPC_SL.v;SimpleTypeIntersection;;;65;9;apply;star_trans1;3;star_refl;star_step1;star_trans;star_trans1;star_case;sigT;shift;SLstar_context_app_l;SLstar_context_app_r;SLstar_context_env_s
./resoudPC_SL.v;SimpleTypeIntersection;;;65;10;apply;star_trans1;3;star_refl;star_step1;star_trans;star_trans1;star_case;SLstar_context_app_l;SLstar_context_env_t;SLstar_context_app_r;SLstar_context_env_s;inclus_star
./resoudPC_SL.v;SimpleTypeIntersection;;;65;11;apply;star_trans1;3;star_refl;star_step1;star_trans;star_trans1;star_case;SLstar_context_app_l;SLstar_context_env_t;SLstar_context_env_s;inclus_star;explicit_star_sind
./resoudPC_SL.v;SimpleTypeIntersection;;;65;12;apply;star_trans1;3;star_refl;star_step1;star_trans;star_trans1;star_case;SLstar_context_app_l;SLstar_context_env_t;SLstar_context_app_r;SLstar_context_env_s;explicit_star_sind
